platform,title,url,budget_min,budget_max,budget_currency,budget_type,skills,category,posted_date,full_description,description_snippet,seller_level
Freelancer.com,Streetwear & Casual Apparel Designs,https://www.freelancer.com/contest/streetwear-amp-casual-apparel-designs-2736520,190.0,190.0,USD,fixed,Creative Design | Fashion Consulting | Fashion Design | Fashion Modeling | Fashion Writing | Graphic Design | Logo Design | T-Shirts,,,,"I'm seeking a talented designer to create unique and trendy designs for my brand. Initially, I need designs for hats, with plans to expand to shirts, pants, and gym apparel.

Requirements:
- Designs for casual, streetwear, and gym apparel styles
- Or",
Freelancer.com,Statewide Strata Committee Research,https://www.freelancer.com/projects/data-collection/statewide-strata-committee-research,74.0,74.0,USD,fixed,Data Collection | Data Entry | Data Management | Data Mining | Data Scraping | Excel | Google Sheets | Web Search,,,,"I need a current, accurate list of strata committee decision-makers operating across NSW,  sole focus is usable contact information, so each record must include three fields: a direct email address, a working phone number, and the committee’s officia",
Freelancer.com,LLP Forms & DSC Signing,https://www.freelancer.com/projects/accounting/llp-forms-dsc-signing,40.0,40.0,USD,fixed,Accounting | Business Consulting | Compliance | Corporate Law | Financial Consulting | Legal | Tax | Tax Compliance,,,,"LLP Form 3 and Form 5 are fully drafted and the supporting documents are already in order. The next step is to have a practising Chartered Accountant or Company Secretary attach a valid Class-3 DSC, complete any mandatory verification, and submit bot",
Freelancer.com,WordPress Website for Car Removal Service,https://www.freelancer.com/projects/html/wordpress-website-for-car-removal,318.0,318.0,USD,fixed,HTML | PHP | Web Design | Website Design | Website Development | WordPress | WordPress Design | WordPress Plugin,,,,"I am launching a cash-for-cars and car-removal service and need a clean, modern WordPress site that I can maintain through the standard WP dashboard. The build is intentionally simple but must look current, load fast, and work flawlessly on mobile as",
Freelancer.com,Internalized Oppression Research Paper,https://www.freelancer.com/projects/academic-writing/internalized-oppression-research-paper,25.0,25.0,USD,fixed,Academic Writing | Data Analysis | Psychology | Qualitative Research | Report Writing | Research | Research Writing | Technical Writing,,,,"I need a 12-page academic paper that investigates internalized oppression within immigrant communities. The study must be grounded in qualitative analysis, integrating current scholarship and, where useful, first-hand narratives to illuminate how int",
Freelancer.com,Facebook Post Content Design,https://www.freelancer.com/projects/graphic-design/facebook-post-content-design,107.0,107.0,USD,fixed,Branding | Content Creation | Copywriting | Graphic Design | Illustration | Social Media Management | Social Media Marketing | Visual Design,,,,"I’m looking for a creative hand to take over the design and copy of my Facebook posts. The goal is to keep the feed fresh with scroll-stopping visuals and captions that fit the tone of my brand while driving engagement on the page.

What I need from ",
Freelancer.com,KPI Screencast With English Voiceover,https://www.freelancer.com/projects/video-editing/kpi-screencast-with-english-voiceover,111.0,111.0,USD,fixed,After Effects | Animation | Audio Production | Audio Services | Video Editing | Video Production | Voice Over | Voice Talent,,,,"I want a concise screencast that walks our management team through a single KPI page on our website and shows them exactly how to read and use each metric. The video should be recorded directly from your screen while you narrate in clear, fluent Engl",
Freelancer.com,AI Nature Discovery & Exploration Platform,https://www.freelancer.com/projects/react-native/nature-discovery-exploration-platform,9.0,9.0,USD,fixed,AI Model Development | Caricature & Cartoons | Graphic Design | Illustration | Logo Design | MongoDB | Node.js | React Native,,,,"I’m building an AI-powered nature discovery and exploration platform for web and mobile that combines species identification, autogenerated field-guide profiles, community-driven identification, and gamified outdoor exploration. Users will be able to",
Freelancer.com,AI-Based Trading Card Grading App Development,https://www.freelancer.com/projects/ai-development/based-trading-card-grading-app,1197.0,1197.0,USD,fixed,AI Development | API Development | Backend Development | Flutter | Image Analysis | Machine Learning (ML) | Mobile App Development | Payment Processing | Python | React Native,,,,"JOB POSTING: Senior Mobile App Developer / Full‑Stack Team Needed for AI‑Powered Grading & Marketplace App

Position: Senior Mobile App Developer (iOS + Android) or Full Development Team

Project Type: Full Build (Front‑End, Back‑End, AI Integration,",
Freelancer.com,Remove Fake Google Reviews,https://www.freelancer.com/projects/customer-service/remove-fake-google-reviews-40424526,409.0,409.0,USD,fixed,Article Rewriting | Article Writing | Conflict Resolution | Customer Service | Digital Marketing | Internet Marketing | SEO | Social Media Management,,,,"I have six to ten clearly fake negative reviews sitting on my Google Business Profile that violate Google’s own review policies. I need a professional who already understands Google’s dispute, flagging and escalation workflow inside-out and can get e",
Freelancer.com,Luxury Car Detailing Logo,https://www.freelancer.com/contest/luxury-car-detailing-logo-2736519,50.0,50.0,USD,fixed,Adobe Illustrator | Adobe Photoshop | Branding | Graphic Design | Illustration | Illustrator | Logo Design | Photoshop | Typography | Visual Design,,,,"I need a logo for my car detailing business, ""Five Detailing Co.""

Requirements:
- Do not use ""5 Auto Detailing"" .. Use ""Five Detailing Co.""
- Can use Knoxville, TN and EST. 2023
- Stay away from using a car. I like the idea of a wheel or tire. I'm o",
Freelancer.com,FNSACC601 Tax Assessment Revision Australian Tax Compliance Expert Needed,https://www.freelancer.com/projects/tax-compliance/fnsacc-tax-assessment-revision-40424083,6.0,8.0,USD,fixed,Accounting | Audit | Finance | Financial Analysis | Financial Consulting | Tax Compliance | Tax Law | Tax Preparation | Tax Risk Management,,,,"Overview
I need an experienced Australian tax compliance professional to revise and complete a FNSACC601 assessment. This project requires updating the work based on assessor feedback to ensure it meets the standards for a Satisfactory result.

Scope",
Freelancer.com,Corporate Promo Video Creation,https://www.freelancer.com/projects/motion-graphics/corporate-promo-video-creation,58.0,58.0,USD,fixed,After Effects | Animation | Motion Graphics | Post-Production | Script Writing | Video Editing | Video Services | Voice Over,,,,"I need a concise, engaging video that introduces my company and highlights our products and services to potential customers. The final piece should feel corporate yet lively, combining clear information with a promotional flair that drives brand awar",
Freelancer.com,Interactive Billboard Inventory Website,https://www.freelancer.com/projects/web-development/interactive-billboard-inventory-website,15.0,15.0,USD,fixed,CMS | Graphic Design | HTML | PHP | React.js | Web Application | Web Design | Web Development | Website Design | WordPress,,,,"I run UT Outdoors, an outdoor-billboard company, and I need a clean, modern site that feels as intuitive and visually bold as TrailheadMedia.com. The entire experience should revolve around showcasing our current inventory, so the interactive map mus",
Freelancer.com,Private project or contest #40424520,"https://www.freelancer.com/login?goto=YzQ3OGQ3MTMwZTFlOGI5OTZmOTI3ZGUyYjY3NTFiNzRodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy9hY2NvdW50aW5nL3BlcnNvbmFsLXF1aWNrZW4tYmFuay1yZWNvbmNpbGlhdGlvbg,,",,,,unknown,Accounting | Bank Reconciliation | Bookkeeping | Data Entry | Data Management | Finance | Financial Analysis | Financial Consulting,,,,PleaseSign UporLoginto see details.,
Freelancer.com,Odoo GST & TDS Reporting Help,https://www.freelancer.com/projects/odoo/odoo-gst-tds-reporting-help,10.0,10.0,USD,fixed,Accounting | ERP | Odoo | Tax Compliance,,,,"Not looking for Odoo developer but someone having core expertise in Odoo in India finance. 

I run my books on Odoo and now need an experienced hand to get the Indian tax side running smoothly. Specifically, I must produce accurate GST and TDS report",
Freelancer.com,Modern Brand Identity Logo Design,https://www.freelancer.com/projects/adobe-illustrator/modern-brand-identity-logo-design-40424516,190.0,190.0,USD,fixed,Adobe Illustrator | Branding | Creative Design | Graphic Design | Illustrator | Logo Design | Vector Design | Visual Design,,,,"I need a fresh, modern logo that can stand at the centre of my brand identity. The visual tone should feel contemporary—think of the clean, uncluttered aesthetics you often see in today’s modern-style posters—yet it still has to translate perfectly a",
Freelancer.com,Dog Walking Service Setup,https://www.freelancer.com/projects/business-consultant/dog-walking-service-setup,279.0,279.0,USD,fixed,Business Consulting | Business Development | Business Management | Customer Experience | Customer Service | Customer Support | Data Collection | Marketing Strategy,,,,"I'm seeking a comprehensive setup for my dog walking business. I offer 30, 60, and 90-minute walks. 

Requirements:
- Standard rates for each service
- Option to add another dog from the same household, with pricing details included in the main price",
Freelancer.com,Wordpress Theme Customization Expert,https://www.freelancer.com/projects/wordpress-design/wordpress-theme-customization-expert-40424511,24.0,24.0,USD,fixed,CSS | HTML | PHP | Web Application | Web Design | Web Development | WordPress | WordPress Design,,,,"I'm looking for a WordPress consultant to help with theme customization, specifically for design layout modifications. The areas that need attention are the Homepage and Product Pages.

Ideal skills and experience:
- Strong expertise in WordPress the",
Fiverr.com,إدارة صفحة رياضية,https://www.fiverr.com/search/gigs?query=%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9+%D8%B5%D9%81%D8%AD%D8%A9+%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A%D8%A9,,,USD,unknown,Project Management,,2026-05-07 00:35:29,السلام عليكم ورحمة الله وبركاته,,Top Rated Seller
Fiverr.com,نظام اداري و محاسبي متكامل,https://www.fiverr.com/search/gigs?query=%D9%86%D8%B8%D8%A7%D9%85+%D8%A7%D8%AF%D8%A7%D8%B1%D9%8A+%D9%88+%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D9%8A+%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84,,,USD,unknown,Freelance Services,,2026-05-06 22:05:08,أريد الحصول على سورس كود برنامج اداري و محاسبي متكامل يعمل على الويب,,Top Rated Seller
Fiverr.com,تصميم صور عرض باقات كتب (6 تصاميم),https://www.fiverr.com/search/gigs?query=%D8%AA%D8%B5%D9%85%D9%8A%D9%85+%D8%B5%D9%88%D8%B1+%D8%B9%D8%B1%D8%B6+%D8%A8%D8%A7%D9%82%D8%A7%D8%AA+%D9%83%D8%AA%D8%A8+%286+%D8%AA%D8%B5%D8%A7%D9%85%D9%8A%D9%85%29,,,USD,unknown,Digital Marketing | Graphic Design | Photoshop,,2026-05-06 22:03:14,أبحث عن مصمم جرافيك محترف ومبدع في استخدام برنامج الفوتوشوب، لديه لمسة فنية في دمج العناصر وإخراج صور تسويقية جذابة لمتجر كتب. المطلوب هو تنفيذ 6 تصاميم احترافية مع مراعاة دمجها انسيابياً مع خلفية المتجر.,,Level 1 Seller
Fiverr.com,مصمم جرافيك محترف لتصميم مواد تسويقية,https://www.fiverr.com/search/gigs?query=%D9%85%D8%B5%D9%85%D9%85+%D8%AC%D8%B1%D8%A7%D9%81%D9%8A%D9%83+%D9%85%D8%AD%D8%AA%D8%B1%D9%81+%D9%84%D8%AA%D8%B5%D9%85%D9%8A%D9%85+%D9%85%D9%88%D8%A7%D8%AF+%D8%AA%D8%B3%D9%88%D9%8A%D9%82%D9%8A%D8%A9,,,USD,unknown,Brand Identity | Digital Marketing | Graphic Design,,2026-05-06 22:02:58,نبحث عن مصمم جرافيك مبدع لديه خبرة في تصميم المواد التسويقية، للعمل على إنشاء تصاميم احترافية وجذابة تعكس هوية المشروع.,,Level 2 Seller
Fiverr.com,سبا خدمات منزليه في الرياض (مساج + اظافر),https://www.fiverr.com/search/gigs?query=%D8%B3%D8%A8%D8%A7+%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D9%85%D9%86%D8%B2%D9%84%D9%8A%D9%87+%D9%81%D9%8A+%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6+%28%D9%85%D8%B3%D8%A7%D8%AC+%2B+%D8%A7%D8%B8%D8%A7%D9%81%D8%B1%29,,,USD,unknown,Freelance Services,,2026-05-06 21:32:52,ابحث عن,,Level 1 Seller
Fiverr.com,استرجاع حساب انستجرام,https://www.fiverr.com/search/gigs?query=%D8%A7%D8%B3%D8%AA%D8%B1%D8%AC%D8%A7%D8%B9+%D8%AD%D8%B3%D8%A7%D8%A8+%D8%A7%D9%86%D8%B3%D8%AA%D8%AC%D8%B1%D8%A7%D9%85,,,USD,unknown,Freelance Services,,2026-05-06 21:15:57,احتاج الي احد يقوم بفك حظر الانستجرام الدائم و استرجاع حساب الفيس بوك,,Level 2 Seller
Fiverr.com,مطلوب Appointment Setter لتحويل ليدز زراعة الأسنان إلى مواعيد داخل العيادة,https://www.fiverr.com/search/gigs?query=%D9%85%D8%B7%D9%84%D9%88%D8%A8+Appointment+Setter+%D9%84%D8%AA%D8%AD%D9%88%D9%8A%D9%84+%D9%84%D9%8A%D8%AF%D8%B2+%D8%B2%D8%B1%D8%A7%D8%B9%D8%A9+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86+%D8%A5%D9%84%D9%89+%D9%85%D9%88%D8%A7%D8%B9%D9%8A%D8%AF+%D8%AF%D8%A7%D8%AE%D9%84+%D8%A7%D9%84%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9,,,USD,unknown,Freelance Services,,2026-05-06 21:09:01,مطلوب Appointment Setter لمتابعة مرضى زراعة الأسنان وحجز مواعيد بالعيادة,,Level 1 Seller
Fiverr.com,مختص في أمن المعلومات,https://www.fiverr.com/search/gigs?query=%D9%85%D8%AE%D8%AA%D8%B5+%D9%81%D9%8A+%D8%A3%D9%85%D9%86+%D8%A7%D9%84%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA,,,USD,unknown,Freelance Services,,2026-05-06 21:05:36,مطلوب مختص تقني لديه خبرة في إغلاق الصفحات المسيئة على فيسبوك بطرق قانونية، للتعامل مع صفحة تقوم بالتشهير,,Level 1 Seller
Fiverr.com,تصميم مخطط فيلا كروكي,https://www.fiverr.com/search/gigs?query=%D8%AA%D8%B5%D9%85%D9%8A%D9%85+%D9%85%D8%AE%D8%B7%D8%B7+%D9%81%D9%8A%D9%84%D8%A7+%D9%83%D8%B1%D9%88%D9%83%D9%8A,,,USD,unknown,Graphic Design,,2026-05-06 20:59:06,لدي بيت مؤلف من طابقين ولدي الفكرة الاولية وأريد تصميم مخطط لتوزيع الغرف فيه مع الفرش اللازم,,Level 2 Seller
Fiverr.com,مراجعة لغوية ونحوية,https://www.fiverr.com/search/gigs?query=%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%A9+%D9%84%D8%BA%D9%88%D9%8A%D8%A9+%D9%88%D9%86%D8%AD%D9%88%D9%8A%D8%A9,,,USD,unknown,Freelance Services,,2026-05-06 20:49:23,المطلوب مراجعة لغوية ونحوية وفواصل وغيرها لتقرير من 190صفحة باللغة العربية,,Top Rated Seller
